,Date,Action,Company,Target,Broker,Company Symbol,Price at Announcement,Updated Price
7982,"May 25, 2018",Buy,State Bank of India,365, Motilal Oswal,SBIN.NS,266.95001220703125,266.95001220703125
7984,"May 25, 2018",Buy,Ashok Leyland,181, Motilal Oswal,ASHOKLEY.NS,145.10000610351562,145.10000610351562
7985,"May 25, 2018",Buy,Bharat Forge,806, Motilal Oswal,BHARATFORG.NS,666.6500244140625,666.6500244140625
7986,"May 25, 2018",Buy,Mahanagar Gas,936, Motilal Oswal,MGL.NS,790.8499755859375,790.8499755859375
7987,"May 25, 2018",Buy,Allcargo Logistics,163, Motilal Oswal,ALLCARGO.NS,122.4000015258789,122.4000015258789
7988,"May 25, 2018",Buy,Future Consumer,76, Motilal Oswal,FCONSUMER.NS,54.25,54.25
7989,"May 25, 2018",Hold,Century Plyboards,300, JM Financial,CENTURYPLY.NS,269.5,269.5
7990,"May 25, 2018",Buy,JK Lakshmi Cement,510, JM Financial,JKLAKSHMI.NS,373.6000061035156,373.6000061035156
7992,"May 25, 2018",Buy,State Bank of India,363, KR Choksey,SBIN.NS,266.95001220703125,266.95001220703125
7993,"May 25, 2018",Buy,Petronet LNG,285, KR Choksey,PETRONET.NS,210.25,210.25
7994,"May 25, 2018",Accumulate,Cipla,607, KR Choksey,CIPLA.NS,536.6500244140625,536.6500244140625
7996,"May 25, 2018",Buy,Voltas,650, Dolat Capital,VOLTAS.NS,537.6500244140625,537.6500244140625
7997,"May 25, 2018",Buy,Suven Life Sciences,350, Dolat Capital,SUVEN.NS,191.0,191.0
7998,"May 25, 2018",Accumulate,Navkar Corporation,171, Dolat Capital,NAVKARCORP.NS,149.35000610351562,149.35000610351562
8000,"May 25, 2018",Accumulate,Transport Corporation of India,345, Dolat Capital,TCI.NS,283.6000061035156,283.6000061035156
8001,"May 25, 2018",Accumulate,KEI Industries,485, Dolat Capital,KEI.NS,474.7999877929688,474.7999877929688
8003,"May 24, 2018",Buy,Karnataka Bank,163, Edelweiss,KTKBANK.NS,116.75,128.425
8004,"May 24, 2018",Buy,Crompton Greaves Consumer Electrical,280, Edelweiss,CROMPTON.NS,236.3500061035156,236.3500061035156
8006,"May 24, 2018",Buy,Muthoot Finance,568, Edelweiss,MUTHOOTFIN.NS,398.8500061035156,398.8500061035156
8007,"May 24, 2018",Buy,PI Industries,954, Edelweiss,PIIND.NS,844.4000244140625,844.4000244140625
8008,"May 24, 2018",Buy,JK Cement,1209, Edelweiss,JKLAKSHMI.NS,380.95001220703125,380.95001220703125
8009,"May 24, 2018",Buy,AIA Engineering,1880, ICICI Direct,AIAENG.NS,1560.0999755859375,1560.0999755859375
8010,"May 24, 2018",Buy,Mangalore Refinery,130, ICICI Direct,MRPL.NS,96.75,96.75
8011,"May 24, 2018",Buy,Hindalco Industries,275, ICICI Direct,HINDALCO.NS,234.1000061035156,234.1000061035156
8013,"May 24, 2018",Buy,JSW Steel,375, ICICI Direct,JSWSTEEL.NS,314.1499938964844,314.1499938964844
8014,"May 24, 2018",Buy,Taj GVK Hotels,270, ICICI Direct,TAJGVK.NS,215.0500030517578,215.0500030517578
8015,"May 24, 2018",Buy,Bajaj Finance,2400, ICICI Direct,BAJFINANCE.NS,2094.75,2094.75
8016,"May 24, 2018",Buy,Bajaj Finserv,6500, ICICI Direct,BAJAJFINSV.NS,5826.39990234375,5826.39990234375
8017,"May 24, 2018",Buy,Transport Corporation,350, ICICI Direct,TCI.NS,275.10000610351557,275.10000610351557
8018,"May 24, 2018",Buy,ITC,330, ICICI Direct,ITC.NS,274.85000610351557,274.85000610351557
8019,"May 24, 2018",Hold,Century Plyboards (India),275, ICICI Direct,CENTURYPLY.NS,270.79998779296875,270.79998779296875
8020,"May 24, 2018",Buy,Bajaj Finserv,6500, ICICI Direct,BAJAJFINSV.NS,5826.39990234375,5826.39990234375
8021,"May 24, 2018",Buy,Transport Corporation,350, ICICI Direct,TCI.NS,275.10000610351557,275.10000610351557
8022,"May 24, 2018",Buy,ITC,330, ICICI Direct,ITC.NS,274.85000610351557,274.85000610351557
8023,"May 24, 2018",Hold,Century Plyboards (India),275, ICICI Direct,CENTURYPLY.NS,270.79998779296875,270.79998779296875
8024,"May 24, 2018",Hold,Alembic Pharma,460, ICICI Direct,APLLTD.NS,420.70001220703125,420.70001220703125
8025,"May 24, 2018",Hold,Vardhman Textiles,1280, ICICI Direct,VTL.NS,1224.3499755859375,1224.3499755859375
8027,"May 24, 2018",Hold,Mangalam Cement,275, ICICI Direct,MANGLMCEM.NS,264.89999389648443,264.89999389648443
8028,"May 24, 2018",Buy,AIA Engineering,1767, Edelweiss,AIAENG.NS,1560.0999755859375,1560.0999755859375
8029,"May 24, 2018",Buy,Praj Industries,115, Edelweiss,PRAJIND.NS,93.9499969482422,93.9499969482422
8030,"May 24, 2018",Buy,Gujarat Pipavav Port,160, Edelweiss,GPPL.NS,124.9000015258789,124.9000015258789
8031,"May 24, 2018",Buy,Britannia Industries,6360, Edelweiss,BRITANNIA.NS,2859.10009765625,2859.10009765625
8032,"May 24, 2018",Buy,Welspun India,84, Edelweiss,WELSPUNIND.NS,61.54999923706055,61.54999923706055
8033,"May 24, 2018",Buy,Voltas,685, Edelweiss,VOLTAS.NS,531.4500122070311,531.4500122070311
8034,"May 23, 2018",Buy,Sun TV Network,1170, Centrum,SUNTV.NS,936.8499755859376,936.8499755859376
8035,"May 23, 2018",Buy,Lupin,930, Centrum,LUPIN.NS,734.9000244140625,734.9000244140625
8036,"May 23, 2018",Buy,Karnataka Bank,180, Centrum,KTKBANK.NS,118.75,130.625
8038,"May 23, 2018",Buy,Sobha,641, HDFC Securities,SOBHA.NS,519.5,519.5
8039,"May 23, 2018",Buy,Alkyl Amines,900, HDFC Securities,ALKYLAMINE.NS,675.6500244140625,675.6500244140625
8040,"May 23, 2018",Buy,JK Cement,1180, Centrum,JKLAKSHMI.NS,383.5,383.5
8041,"May 23, 2018",Buy,Abbott India,7530, Centrum,ABBOTINDIA.NS,6587.4501953125,6587.4501953125
8042,"May 23, 2018",Buy,Hindalco,350, Centrum,HINDALCO.NS,229.9499969482422,229.9499969482422
8043,"May 23, 2018",Buy,PI Industries,958, Motilal Oswal,PIIND.NS,851.5499877929688,851.5499877929688
8044,"May 23, 2018",Accumulate,Vardhman Textiles,1440, Centrum,VTL.NS,1230.050048828125,1230.050048828125
8045,"May 23, 2018",Hold,Graphite India,825, Centrum,GRAPHITE.NS,826.4500122070312,826.4500122070312
8046,"May 23, 2018",Hold,Ujjivan Financial,430, Centrum,UJJIVAN.NS,380.5,380.5
8047,"May 23, 2018",Buy,Star Cement,167, Centrum,STARCEMENT.NS,128.25,128.25
8048,"May 23, 2018",Buy,Aarti Drugs,960, Centrum,AARTIDRUGS.NS,132.98800659179688,531.9520263671875
8049,"May 23, 2018",Buy,Birla Corporation,1020, Motilal Oswal,BIRLACORPN.NS,750.8499755859375,750.8499755859375
8052,"May 23, 2018",Buy,Endurance Technologies,1530, Motilal Oswal,ENDURANCE.NS,1262.6500244140625,1262.6500244140625
8053,"May 23, 2018",Buy,Lupin,865, Motilal Oswal,LUPIN.NS,734.9000244140625,734.9000244140625
8054,"May 23, 2018",Buy,South Indian Bank,34, Motilal Oswal,SOUTHBANK.NS,24.60000038146973,24.60000038146973
8055,"May 23, 2018",Buy,Hindustan Unilever,1805, Motilal Oswal,HINDUNILVR.NS,1568.0999755859375,1568.0999755859375
8056,"May 23, 2018",Buy,Titan Company,1125, Motilal Oswal,TITAN.NS,920.0999755859376,920.0999755859376
8057,"May 23, 2018",Buy,Titan Company,1125, Motilal Oswal,TITAN.NS,920.0999755859376,920.0999755859376
8059,"May 22, 2018",Buy,South Indian Bank,40, Prabhudas Lilladher,SOUTHBANK.NS,24.95000076293945,24.95000076293945
8060,"May 22, 2018",Accumulate,Hindustan Unilever,1555, Prabhudas Lilladher,HINDUNILVR.NS,1574.300048828125,1574.300048828125
8061,"May 22, 2018",Buy,Titan Company,1114, Prabhudas Lilladher,TITAN.NS,914.2000122070312,914.2000122070312
8063,"May 22, 2018",Accumulate,Navneet Education,161, Prabhudas Lilladher,NAVNETEDUL.NS,134.5,134.5
8065,"May 22, 2018",Buy,Trident,81, Cholamandalam Securities,TRIDENT.NS,5.295000076293945,52.95000076293945
8066,"May 22, 2018",Buy,Havells India,680, Cholamandalam Securities,HAVELLS.NS,549.0999755859375,549.0999755859375
8067,"May 22, 2018",Buy,Rane Holdings,2900, Cholamandalam Securities,RANEHOLDIN.NS,2403.10009765625,2403.10009765625
8068,"May 22, 2018",Buy,Greaves Cotton,161, Cholamandalam Securities,GREAVESCOT.NS,130.39999389648438,130.39999389648438
8069,"May 22, 2018",Buy,Kajaria Ceramics,651, Dolat Capital,KAJARIACER.NS,550.1500244140625,550.1500244140625
8070,"May 22, 2018",Buy,Havells India,640, Dolat Capital,HAVELLS.NS,549.0999755859375,549.0999755859375
8071,"May 22, 2018",Accumulate,Eicher Motors,33308, Dolat Capital,EICHERMOT.NS,2992.9599609375,29929.599609375
8072,"May 22, 2018",Accumulate,Britannia Industries,5793, Dolat Capital,BRITANNIA.NS,2802.199951171875,2802.199951171875
8073,"May 22, 2018",Accumulate,Hindustan Unilever,1614, Dolat Capital,HINDUNILVR.NS,1574.300048828125,1574.300048828125
8074,"May 22, 2018",Accumulate,ITC,310, Dolat Capital,ITC.NS,278.75,278.75
8075,"May 22, 2018",Accumulate,Hindustan Unilever,1614, Dolat Capital,HINDUNILVR.NS,1574.300048828125,1574.300048828125
8076,"May 22, 2018",Accumulate,ITC,310, Dolat Capital,ITC.NS,278.75,278.75
8077,"May 21, 2018",Buy,Navin Fluorine International,890, HDFC Securities,NAVINFLUOR.NS,700.25,700.25
8078,"May 21, 2018",Buy,Intellect Design Arena,275, HDFC Securities,INTELLECT.NS,203.0,203.0
8079,"May 21, 2018",Buy,ICICI Bank,393, KR Choksey,ICICIBANK.NS,289.29998779296875,289.29998779296875
8080,"May 21, 2018",Buy,Teamlease Services,3300, HDFC Securities,TEAMLEASE.NS,2707.64990234375,2707.64990234375
8082,"May 21, 2018",Buy,Exide Industries,298, HDFC Securities,EXIDEIND.NS,246.75,246.75
8085,"May 21, 2018",Buy,PSP Projects,639, HDFC Securities,PSPPROJECT.NS,521.0999755859375,521.0999755859375
8086,"May 21, 2018",Buy,Havells India,656, HDFC Securities,HAVELLS.NS,524.2000122070311,524.2000122070311
8090,"May 21, 2018",Accumulate,Bajaj Finance,2346, KR Choksey,BAJFINANCE.NS,2105.449951171875,2105.449951171875
8091,"May 21, 2018",Accumulate,Aarti Industries,1429, KR Choksey,AARTIIND.NS,611.2750244140625,611.2750244140625
8092,"May 21, 2018",Hold,Lupin,785, KR Choksey,LUPIN.NS,736.25,736.25
8093,"May 21, 2018",Hold,Nestle India,10007, KR Choksey,NESTLEIND.NS,9486.349609375,9486.349609375
8094,"May 21, 2018",Buy,Chennai Petroleum Corporation,456, KR Choksey,CHENNPETRO.NS,281.8999938964844,281.8999938964844
8096,"May 21, 2018",Buy,Solar Industries India,1353, KR Choksey,SOLARINDS.NS,1114.1500244140623,1114.1500244140623
8097,"May 21, 2018",Buy,Majesco,627, KR Choksey,MAJESCO.NS,504.5,504.5
8098,"May 21, 2018",Buy,Godrej Consumer Products,1245, KR Choksey,GODREJCP.NS,720.5670166015625,720.5670166015625
8100,"May 21, 2018",Accumulate,Zee Entertainment Enterprises,623, Kotak Securities,ZEEL.NS,554.0999755859375,554.0999755859375
8101,"May 21, 2018",Accumulate,Asian Paints,1320, Kotak Securities,ASIANPAINT.NS,1301.699951171875,1301.699951171875
8102,"May 21, 2018",Buy,Voltamp,1349, Kotak Securities,VOLTAMP.NS,1035.9000244140623,1035.9000244140623
8103,"May 21, 2018",Buy,Kajaria Ceramics,648, Kotak Securities,KAJARIACER.NS,540.2000122070311,540.2000122070311
8105,"May 18, 2018",Buy,Federal Bank,120, Sharekhan,FEDERALBNK.NS,82.5,82.5
8106,"May 18, 2018",Buy,Arvind Limited,500, Sharekhan,ARVSMART.NS,185.0,185.0
8107,"May 18, 2018",Buy,Zee Entertainment Enterprises,680, Sharekhan,ZEEL.NS,567.5999755859375,567.5999755859375
8108,"May 18, 2018",Buy,Pfizer,3000, ICICI Direct,PFIZER.NS,2440.449951171875,2440.449951171875
8109,"May 18, 2018",Buy,Firstsource Solutions,87, ICICI Direct,FSL.NS,70.80000305175781,70.80000305175781
8110,"May 18, 2018",Hold,Ambuja Cement,260, JM Financial,AMBUJACEM.NS,210.4499969482422,210.4499969482422
8112,"May 18, 2018",Buy,Avenue Supermarts,1675, JM Financial,DMART.NS,1417.199951171875,1417.199951171875
8113,"May 18, 2018",Buy,Phillips Carbon Black,360, ICICI Direct,PHILIPCARB.NS,232.1499938964844,232.1499938964844
8115,"May 18, 2018",Accumulate,ICICI Bank,348, Prabhudas Lilladher,ICICIBANK.NS,286.1000061035156,286.1000061035156
8117,"May 18, 2018",Buy,PVR,1695, Edelweiss,PVR.NS,1371.0999755859375,1371.0999755859375
8118,"May 18, 2018",Buy,Carborundum Universal,427, Edelweiss,CARBORUNIV.NS,345.1499938964844,345.1499938964844
8119,"May 18, 2018",Buy,Exide Industries,300, ICICI Direct,EXIDEIND.NS,254.25,254.25
8120,"May 18, 2018",Buy,ICICI Bank,377, HDFC Securities,ICICIBANK.NS,286.1000061035156,286.1000061035156
8122,"May 18, 2018",Accumulate,PVR,1587, Geojit,PVR.NS,1371.0999755859375,1371.0999755859375
8123,"May 18, 2018",Buy,SKF India,2225, ICICI Direct,SKFINDIA.NS,1753.199951171875,1753.199951171875
8124,"May 18, 2018",Hold,Avenue Supermarts,1442, Edelweiss,DMART.NS,1417.199951171875,1417.199951171875
8125,"May 18, 2018",Buy,Godrej Properties,880, JM Financial,GODREJPROP.NS,776.9000244140625,776.9000244140625
8126,"May 17, 2018",Buy,Vedanta,410, Edelweiss,VEDL.NS,276.95001220703125,276.95001220703125
8127,"May 17, 2018",Buy,Eicher Motors,35731, Edelweiss,EICHERMOT.NS,3049.590087890625,30495.90087890625
8128,"May 17, 2018",Buy,TRENT,392, Edelweiss,TRENT.NS,336.5,336.5
8129,"May 17, 2018",Hold,Orient Cement,150, Centrum,ORIENTCEM.NS,124.5999984741211,124.5999984741211
8130,"May 17, 2018",Hold,HT Media,98, Centrum,HTMEDIA.NS,71.14990234375,71.14990234375
8131,"May 17, 2018",Buy,Orient Cement,188, Cholamandalam Securities,ORIENTCEM.NS,124.5999984741211,124.5999984741211
8132,"May 17, 2018",Buy,Varun Beverage,840, ICICI Direct,VBL.NS,466.1669921875,466.1669921875
8133,"May 17, 2018",Buy,Trent,380, ICICI Direct,TRENT.NS,336.5,336.5
8135,"May 17, 2018",Accumulate,Tribhovandas Bhimji Zaveri,120, Prabhudas Lilladher,TBZ.NS,98.8000030517578,98.8000030517578
8136,"May 17, 2018",Accumulate,Ambuja Cement,260, Prabhudas Lilladher,AMBUJACEM.NS,217.6499938964844,217.6499938964844
8138,"May 17, 2018",Buy,Castrol India,239, Edelweiss,CASTROLIND.NS,172.3000030517578,172.3000030517578
8139,"May 17, 2018",Buy,Cyient,785, Edelweiss,CYIENT.NS,812.9500122070312,812.9500122070312
8141,"May 16, 2018",Buy,L&T Finance Holdings,230, Prabhudas Lilladher,L&TFH.NS,174.0,174.0
8143,"May 16, 2018",Buy,Thyrocare Technologies,750, Edelweiss,THYROCARE.NS,614.9000244140625,614.9000244140625
8145,"May 16, 2018",Buy,Emami,1244, Edelweiss,EMAMIREAL.NS,268.54998779296875,537.0999755859375
8146,"May 16, 2018",Buy,Thyrocare Technologies,795, Prabhudas Lilladher,THYROCARE.NS,614.9000244140625,614.9000244140625
8147,"May 16, 2018",Accumulate,Eicher Motors,33516, Prabhudas Lilladher,EICHERMOT.NS,3056.570068359375,30565.70068359375
8149,"May 16, 2018",Buy,Emami,1244, Edelweiss,EMAMIREAL.NS,268.54998779296875,537.0999755859375
8150,"May 16, 2018",Buy,Thyrocare Technologies,795, Prabhudas Lilladher,THYROCARE.NS,614.9000244140625,614.9000244140625
8151,"May 16, 2018",Accumulate,Eicher Motors,33516, Prabhudas Lilladher,EICHERMOT.NS,3056.570068359375,30565.70068359375
8153,"May 16, 2018",Buy,Emami,1230, HDFC Securities,EMAMIREAL.NS,268.54998779296875,537.0999755859375
8154,"May 16, 2018",Hold,Kansai Nerolac,550, ICICI Direct,KANSAINER.NS,503.70001220703125,503.70001220703125
8156,"May 16, 2018",Buy,Eicher Motors,35600, ICICI Direct,EICHERMOT.NS,3056.570068359375,30565.70068359375
8157,"May 16, 2018",Accumulate,IRB Infrastructure Developers,295, YES Securities,IRB.NS,252.3500061035156,252.3500061035156
8158,"May 15, 2018",Buy,Marico,362, ICICI Direct,MARICO.NS,312.3500061035156,312.3500061035156
8159,"May 15, 2018",Buy,Dewan Housing Finance,726, Edelweiss,DHFL.NS,621.5999755859375,621.5999755859375
8160,"May 15, 2018",Buy,Marico,376, HDFC Securities,MARICO.NS,312.3500061035156,312.3500061035156
8161,"May 15, 2018",Buy,Marico,361, Edelweiss,MARICO.NS,312.3500061035156,312.3500061035156
8163,"May 15, 2018",Buy,Container Corporation,1560, ICICI Direct,CONCOR.NS,556.0999755859375,556.0999755859375
8164,"May 15, 2018",Buy,Coromandel International,557, Motilal Oswal,COROMANDEL.NS,452.8999938964844,452.8999938964844
8165,"May 15, 2018",Buy,InterGlobe Aviation,1438, Geojit,INDIGO.NS,1197.4000244140625,1197.4000244140625
8166,"May 15, 2018",Buy,CEAT,1933, Cholamandalam Securities,CEATLTD.NS,1407.25,1407.25
8167,"May 15, 2018",Accumulate,CEAT,1711, Prabhudas Lilladher,CEATLTD.NS,1407.25,1407.25
8168,"May 15, 2018",Accumulate,Siemens,1401, Prabhudas Lilladher,SIEMENS.NS,1055.449951171875,1055.449951171875
8169,"May 15, 2018",Buy,CEAT,1839, Edelweiss,CEATLTD.NS,1407.25,1407.25
8170,"May 15, 2018",Accumulate,CEAT,1722, Dolat Capital,CEATLTD.NS,1407.25,1407.25
8171,"May 15, 2018",Hold,Siemens,1165, Edelweiss,SIEMENS.NS,1055.449951171875,1055.449951171875
8172,"May 15, 2018",Buy,Tata Power,98, Edelweiss,TATAPOWER.NS,81.25,81.25
8173,"May 15, 2018",Buy,InterGlobe Aviation,1651, Edelweiss,INDIGO.NS,1197.4000244140625,1197.4000244140625
8174,"May 14, 2018",Buy,Hero MotoCorp,4403, HDFC Securities,HEROMOTOCO.NS,3648.300048828125,3648.300048828125
8175,"May 14, 2018",Buy,Reliance Industries,1178, HDFC Securities,RELIANCE.NS,986.5999755859376,986.5999755859376
8176,"May 14, 2018",Buy,HCL Technologies,1263, KR Choksey,HCLTECH.NS,462.6499938964844,462.6499938964844
8177,"May 14, 2018",Buy,Reliance Industries,1442, KR Choksey,RELIANCE.NS,986.5999755859376,986.5999755859376
8178,"May 14, 2018",Buy,Jindal Stainless (Hisar),318, Kotak Securities,JSLHISAR.NS,170.35000610351562,170.35000610351562
8179,"May 14, 2018",Accumulate,Hero MotoCorp,3980, Prabhudas Lilladher,HEROMOTOCO.NS,3648.300048828125,3648.300048828125
8180,"May 14, 2018",Accumulate,HCL Technologies,1100, Prabhudas Lilladher,HCLTECH.NS,462.6499938964844,462.6499938964844
8181,"May 14, 2018",Hold,Hero MotoCorp,4061, Edelweiss,HEROMOTOCO.NS,3648.300048828125,3648.300048828125
8182,"May 14, 2018",Accumulate,Dabur India,377, Prabhudas Lilladher,DABUR.NS,370.5,370.5
8183,"May 14, 2018",Buy,HCL Technologies,1225, Edelweiss,HCLTECH.NS,462.6499938964844,462.6499938964844
8184,"May 14, 2018",Buy,Dabur India,415, ICICI Direct,DABUR.NS,370.5,370.5
8185,"May 14, 2018",Buy,Dabur India,438, Edelweiss,DABUR.NS,370.5,370.5
8186,"May 14, 2018",Buy,Hero MotoCorp,4300, ICICI Direct,HEROMOTOCO.NS,3648.300048828125,3648.300048828125
8188,"May 14, 2018",Hold,HCL Technologies,1000, ICICI Direct,HCLTECH.NS,462.6499938964844,462.6499938964844
8190,"May 09, 2018",Buy,Dewan Housing Finance Corporation,743, Cholamandalam Securities,DHFL.NS,625.1500244140625,625.1500244140625
8191,"May 09, 2018",Buy,Emami,1341, Cholamandalam Securities,EMAMIREAL.NS,285.8500061035156,571.7000122070312
8193,"May 09, 2018",Accumulate,INOX Leisure,330, Dolat Capital,INOXLEISUR.NS,292.54998779296875,292.54998779296875
8194,"May 09, 2018",Accumulate,MRF,87285, Dolat Capital,MRF.NS,76019.796875,76019.796875
8196,"May 08, 2018",Buy,Rallis India,288, HDFC Securities,RALLIS.NS,217.6999969482422,217.6999969482422
8197,"May 08, 2018",Accumulate,Rallis India,262, Prabhudas Lilladher,RALLIS.NS,217.6999969482422,217.6999969482422
8198,"May 08, 2018",Buy,MCX,1040, HDFC Securities,MCX.NS,766.7999877929688,766.7999877929688
8199,"May 08, 2018",Buy,Nelcast,140, Joindre Capital Services,NELCAST.NS,98.5999984741211,98.5999984741211
8200,"May 08, 2018",Buy,UPL,998, KR Choksey,UPL.NS,481.0,721.5
8202,"May 08, 2018",Buy,Shriram Transport Finance,1985, Edelweiss,SRTRANSFIN.NS,1544.3499755859375,1544.3499755859375
8203,"May 08, 2018",Buy,Shoppers Stop,680, Edelweiss,SHOPERSTOP.NS,569.5999755859375,569.5999755859375
8204,"May 08, 2018",Hold,Rallis India,248, Edelweiss,RALLIS.NS,217.6999969482422,217.6999969482422
8207,"May 08, 2018",Buy,Rallis India,265, ICICI Direct,RALLIS.NS,217.6999969482422,217.6999969482422
8208,"May 08, 2018",Buy,Shoppers Stop,650, ICICI Direct,SHOPERSTOP.NS,569.5999755859375,569.5999755859375
8211,"May 07, 2018",Buy,Hindustan Zinc,350, ICICI Direct,HINDZINC.NS,302.1499938964844,302.1499938964844
8212,"May 07, 2018",Buy,Kotak Mahindra Bank,1440, ICICI Direct,KOTAKBANK.NS,1245.050048828125,1245.050048828125
8213,"May 07, 2018",Buy,HDFC,2250, ICICI Direct,HDFCLIFE.NS,499.8999938964844,499.8999938964844
8214,"May 07, 2018",Buy,Hindustan Zinc,395, Edelweiss,HINDZINC.NS,302.1499938964844,302.1499938964844
8215,"May 07, 2018",Buy,Kotak Mahindra Bank,1366, Edelweiss,KOTAKBANK.NS,1245.050048828125,1245.050048828125
8216,"May 07, 2018",Hold,HDFC,2160, Edelweiss,HDFCLIFE.NS,499.8999938964844,499.8999938964844
8217,"May 07, 2018",Buy,Kotak Mahindra Bank,1402, KR Choksey,KOTAKBANK.NS,1245.050048828125,1245.050048828125
8218,"May 07, 2018",Buy,Hindustan Zinc,395, Edelweiss,HINDZINC.NS,302.1499938964844,302.1499938964844
8219,"May 07, 2018",Buy,Kotak Mahindra Bank,1366, Edelweiss,KOTAKBANK.NS,1245.050048828125,1245.050048828125
8220,"May 07, 2018",Hold,HDFC,2160, Edelweiss,HDFCLIFE.NS,499.8999938964844,499.8999938964844
8221,"May 07, 2018",Buy,Kotak Mahindra Bank,1402, KR Choksey,KOTAKBANK.NS,1245.050048828125,1245.050048828125
8222,"May 07, 2018",Accumulate,Hindustan Zinc,370, Prabhudas Lilladher,HINDZINC.NS,302.1499938964844,302.1499938964844
8223,"May 07, 2018",Accumulate,Kotak Mahindra Bank,1239, Prabhudas Lilladher,KOTAKBANK.NS,1245.050048828125,1245.050048828125
8224,"May 07, 2018",Buy,HDFC,2228, Prabhudas Lilladher,HDFCLIFE.NS,499.8999938964844,499.8999938964844
8225,"May 04, 2018",Buy,Shriram City Union Finance,2527, HDFC Securities,SHRIRAMCIT.NS,2362.89990234375,2362.89990234375
8228,"May 04, 2018",Hold,Axis Bank,590, JM Financial,AXISBANK.NS,520.2999877929689,520.2999877929689
8232,"May 04, 2018",Buy,Hero MotoCorp,4200, Sharekhan,HEROMOTOCO.NS,3659.75,3659.75
8233,"May 04, 2018",Buy,HCL Technologies,1120, Sharekhan,HCLTECH.NS,464.9249877929688,464.9249877929688
8234,"May 04, 2018",Buy,Kotak Mahindra Bank,1400, Motilal Oswal,KOTAKBANK.NS,1233.449951171875,1233.449951171875
8235,"May 04, 2018",Buy,Container Corporation,1553, Motilal Oswal,CONCOR.NS,546.1599731445311,546.1599731445311
8237,"May 04, 2018",Buy,Equitas Holdings,185, Motilal Oswal,EQUITAS.NS,168.89999389648438,168.89999389648438
8238,"May 04, 2018",Buy,Housing Development Finance Corporation,2200, Sharekhan,HDFC.NS,1910.3499755859373,1910.3499755859373
8239,"May 04, 2018",Buy,HDFC,2225, Motilal Oswal,HDFCLIFE.NS,500.3500061035156,500.3500061035156
8240,"May 04, 2018",Buy,Maruti Suzuki,10200, JM Financial,MARUTI.NS,8678.2001953125,8678.2001953125
8242,"May 04, 2018",Buy,Mahindra Lifespace,525, ICICI Direct,MAHLIFE.NS,472.3999938964844,472.3999938964844
8243,"May 04, 2018",Buy,SBI Life Insurance,870, ICICI Direct,SBILIFE.NS,702.0999755859375,702.0999755859375
8244,"May 04, 2018",Accumulate,Maruti Suzuki,9593, KR Choksey,MARUTI.NS,8678.2001953125,8678.2001953125
8246,"May 04, 2018",Buy,UPL,930, JM Financial,UPL.NS,469.1000061035156,703.6500091552734
8248,"May 03, 2018",Buy,Maruti Suzuki,10235, Edelweiss,MARUTI.NS,8755.9501953125,8755.9501953125
8249,"May 03, 2018",Buy,Maruti Suzuki,10706, Prabhudas Lilladher,MARUTI.NS,8755.9501953125,8755.9501953125
8250,"May 03, 2018",Buy,Shriram Transport Finance,1822, Prabhudas Lilladher,SRTRANSFIN.NS,1574.1500244140625,1574.1500244140625
8251,"May 03, 2018",Buy,Yes Bank,444, Motilal Oswal,YESBANK.NS,353.95001220703125,353.95001220703125
8252,"May 03, 2018",Buy,Axis Bank,600, Motilal Oswal,AXISBANK.NS,533.4000244140625,533.4000244140625
8253,"May 03, 2018",Buy,Shriram City Union Finance,2800, Motilal Oswal,SHRIRAMCIT.NS,2366.550048828125,2366.550048828125
8254,"May 03, 2018",Buy,Shriram Transport Finance,1950, Motilal Oswal,SRTRANSFIN.NS,1574.1500244140625,1574.1500244140625
8255,"May 03, 2018",Buy,Yes Bank,444, Motilal Oswal,YESBANK.NS,353.95001220703125,353.95001220703125
8256,"May 03, 2018",Buy,Axis Bank,600, Motilal Oswal,AXISBANK.NS,533.4000244140625,533.4000244140625
8257,"May 03, 2018",Buy,Shriram City Union Finance,2800, Motilal Oswal,SHRIRAMCIT.NS,2366.550048828125,2366.550048828125
8258,"May 03, 2018",Buy,Shriram Transport Finance,1950, Motilal Oswal,SRTRANSFIN.NS,1574.1500244140625,1574.1500244140625
8259,"May 03, 2018",Buy,RBL Bank,650, Motilal Oswal,RBLBANK.NS,520.5499877929689,520.5499877929689
8260,"May 03, 2018",Buy,UPL,945, Motilal Oswal,UPL.NS,471.9330139160156,707.8995208740234
8261,"May 03, 2018",Buy,Reliance Industries,1150, Motilal Oswal,RELIANCE.NS,961.5999755859376,961.5999755859376
8262,"May 03, 2018",Buy,MCX,1020, Motilal Oswal,MCX.NS,749.7999877929688,749.7999877929688
8265,"May 03, 2018",Accumulate,Reliance Industries,920, Prabhudas Lilladher,RELIANCE.NS,961.5999755859376,961.5999755859376
8266,"May 03, 2018",Buy,RBL Bank,582, HDFC Securities,RBLBANK.NS,520.5499877929689,520.5499877929689
8267,"May 03, 2018",Buy,Reliance Industries,1110, Sharekhan,RELIANCE.NS,961.5999755859376,961.5999755859376
8268,"May 03, 2018",Buy,Maruti Suzuki,11085, Sharekhan,MARUTI.NS,8755.9501953125,8755.9501953125
8270,"May 02, 2018",Buy,Indian Hume Pipe Company,478, CD Equisearch,INDIANHUME.NS,336.5,336.5
